BTC,Date,Closing Price (USD)
BTC,2/28/2019,3799.678543
BTC,3/1/2019,3811.611979
BTC,3/2/2019,3804.41917
BTC,3/3/2019,3782.664101
BTC,3/4/2019,3689.862893
BTC,3/5/2019,3832.080885
BTC,3/6/2019,3848.95637
BTC,3/7/2019,3859.839983
BTC,3/8/2019,3828.371904
BTC,3/9/2019,3898.86846
BTC,3/10/2019,3899.655869
BTC,3/11/2019,3851.24919
BTC,3/12/2019,3866.295946
BTC,3/13/2019,3846.274442
BTC,3/14/2019,3855.744363
BTC,3/15/2019,3892.052301
BTC,3/16/2019,3985.851236
BTC,3/17/2019,3970.389045
BTC,3/18/2019,3974.415764
BTC,3/19/2019,3996.037131
BTC,3/20/2019,4027.787395
BTC,3/21/2019,3974.811429
BTC,3/22/2019,3987.305225
BTC,3/23/2019,3977.707443
BTC,3/24/2019,3968.438701
BTC,3/25/2019,3913.781717
BTC,3/26/2019,3915.37532
BTC,3/27/2019,4018.59051
BTC,3/28/2019,4008.370872
BTC,3/29/2019,4080.260114
BTC,3/30/2019,4081.221605
BTC,4/1/2019,4094.704791
BTC,4/2/2019,4135.18494
BTC,4/3/2019,4818.770635
BTC,4/4/2019,5102.150753
BTC,4/5/2019,4875.599431
BTC,4/6/2019,5030.933271
BTC,4/7/2019,5028.321082
BTC,4/8/2019,5198.17317
BTC,4/9/2019,5260.205043
BTC,4/10/2019,5179.997649
BTC,4/11/2019,5283.543758
BTC,4/12/2019,5049.605824
BTC,4/13/2019,5077.515864
BTC,4/14/2019,5066.86704
BTC,4/15/2019,5158.387401
BTC,4/16/2019,5045.675166
BTC,4/17/2019,5184.204468
BTC,4/18/2019,5220.959934
BTC,4/19/2019,5276.558982
BTC,4/20/2019,5266.661246
BTC,4/21/2019,5292.14833
BTC,4/22/2019,5276.558318
BTC,4/23/2019,5398.433417
BTC,4/24/2019,5552.521911
BTC,4/25/2019,5432.991017
BTC,4/26/2019,5132.227526
BTC,4/27/2019,5151.574528
BTC,4/28/2019,5200.193239
BTC,4/29/2019,5152.54574
BTC,4/30/2019,5151.4335
BTC,5/1/2019,5277.444469
BTC,5/2/2019,5297.942492
BTC,5/3/2019,5405.878067
BTC,5/4/2019,5697.679054
BTC,5/5/2019,5812.331779
BTC,5/6/2019,5713.035052
BTC,5/7/2019,5706.008421
BTC,5/8/2019,5899.529693
BTC,5/9/2019,5932.441391
BTC,5/10/2019,6159.685902
BTC,5/11/2019,6387.82945
BTC,5/12/2019,7254.805536
BTC,5/13/2019,6992.706661
BTC,5/14/2019,7906.940835
BTC,5/15/2019,7928.417416
BTC,5/16/2019,8177.453519
BTC,5/17/2019,7820.076243
BTC,5/18/2019,7243.650539
BTC,5/19/2019,7295.649729
BTC,5/20/2019,8221.259395
BTC,5/21/2019,7917.012499
BTC,5/22/2019,7961.128743
BTC,5/23/2019,7723.90388
BTC,5/24/2019,7903.84691
BTC,5/25/2019,8038.506791
BTC,5/26/2019,8089.570163
BTC,5/27/2019,8653.142368
BTC,5/28/2019,8800.346606
BTC,5/29/2019,8719.331485
BTC,5/30/2019,8672.400107
BTC,5/31/2019,8287.040256
BTC,6/1/2019,8513.203882
BTC,6/2/2019,8588.479505
BTC,6/3/2019,8744.265561
BTC,6/4/2019,8474.048229
BTC,6/5/2019,7645.572514
BTC,6/6/2019,7790.321135
BTC,6/7/2019,7730.881726
BTC,6/8/2019,8030.256079
BTC,6/9/2019,7949.425799
BTC,6/10/2019,7600.922492
BTC,6/11/2019,7954.006238
BTC,6/12/2019,7903.62525
BTC,6/13/2019,8151.78868
BTC,6/14/2019,8256.720099
BTC,6/15/2019,8667.787954
BTC,6/16/2019,8836.168413
BTC,6/17/2019,9061.540461
BTC,6/18/2019,9346.975087
BTC,6/19/2019,9012.48785
BTC,6/20/2019,9259.123638
BTC,6/21/2019,9559.900689
BTC,6/22/2019,9906.407965
BTC,6/23/2019,10461.41217
BTC,6/24/2019,10843.57097
BTC,6/25/2019,10996.45975
BTC,6/26/2019,11665.40968
BTC,6/27/2019,12444.92586
BTC,6/28/2019,11086.26883
BTC,6/29/2019,12316.95301
BTC,6/30/2019,12024.08097
BTC,7/1/2019,10932.31051
BTC,7/2/2019,10454.68382
BTC,7/3/2019,10800.13014
BTC,7/4/2019,11942.24022
BTC,7/5/2019,11645.52461
BTC,7/6/2019,10946.20905
BTC,7/7/2019,11219.046
BTC,7/8/2019,11422.11447
BTC,7/9/2019,12335.99939
BTC,7/10/2019,12575.90407
BTC,7/11/2019,12054.18379
BTC,7/12/2019,11324.1447
BTC,7/13/2019,11802.95996
BTC,7/14/2019,11279.60274
BTC,7/15/2019,10506.39583
BTC,7/16/2019,10934.48274
BTC,7/17/2019,9490.410516
BTC,7/18/2019,9733.132134
BTC,7/19/2019,10603.34887
BTC,7/20/2019,10466.26094
BTC,7/21/2019,10983.216
BTC,7/22/2019,10551.13163
BTC,7/23/2019,10285.63923
BTC,7/24/2019,10027.53261
BTC,7/25/2019,9771.504761
BTC,7/26/2019,9897.429352
BTC,7/27/2019,9812.226351
BTC,7/28/2019,9440.140037
BTC,7/29/2019,9495.855261
BTC,7/30/2019,9506.704273
BTC,7/31/2019,9572.735372
BTC,8/1/2019,10005.29447
BTC,8/2/2019,10385.20061
BTC,8/3/2019,10513.91147
BTC,8/4/2019,10831.25986
BTC,8/5/2019,10985.80754
BTC,8/6/2019,11811.78705
BTC,8/7/2019,11310.18722
BTC,8/8/2019,11956.04722
BTC,8/9/2019,11817.45548
BTC,8/10/2019,11827.57457
BTC,8/11/2019,11278.28125
BTC,8/12/2019,11485.36578
BTC,8/13/2019,11391.96865
BTC,8/14/2019,10869.37911
BTC,8/15/2019,10211.49858
BTC,8/16/2019,10386.53955
BTC,8/17/2019,10388.45059
BTC,8/18/2019,10212.10144
BTC,8/19/2019,10335.37284
BTC,8/20/2019,10774.81031
BTC,8/21/2019,10818.50701
BTC,8/22/2019,10064.91679
BTC,8/23/2019,10161.16475
BTC,8/24/2019,10364.28135
BTC,8/25/2019,10171.49746
BTC,8/26/2019,10068.92242
BTC,8/27/2019,10312.21504
BTC,8/28/2019,10122.19653
BTC,8/29/2019,9743.162051
BTC,8/30/2019,9487.976434
BTC,8/31/2019,9590.736337
BTC,9/1/2019,9624.983911
BTC,9/2/2019,9780.667897
BTC,9/3/2019,10381.85596
BTC,9/4/2019,10691.3113
BTC,9/5/2019,10555.0469
BTC,9/6/2019,10576.31789
BTC,9/7/2019,10334.02389
BTC,9/8/2019,10495.22736
BTC,9/9/2019,10402.79653
BTC,9/10/2019,10332.94219
BTC,9/11/2019,10082.94683
BTC,9/12/2019,10152.75298
BTC,9/13/2019,10396.7672
BTC,9/14/2019,10299.47696
BTC,9/15/2019,10351.23202
BTC,9/16/2019,10302.19071
BTC,9/17/2019,10301.65965
BTC,9/18/2019,10231.42151
BTC,9/19/2019,10168.28771
BTC,9/20/2019,10223.50558
BTC,9/21/2019,10138.33521
BTC,9/22/2019,9984.520516
BTC,9/23/2019,10031.86671
BTC,9/24/2019,9719.718696
BTC,9/25/2019,8688.973526
BTC,9/26/2019,8438.708552
BTC,9/27/2019,8103.2109
BTC,9/28/2019,8195.210697
BTC,9/29/2019,8146.414032
BTC,9/30/2019,8085.71329
BTC,10/1/2019,8241.34147
BTC,10/2/2019,8333.68919
BTC,10/3/2019,8273.464018
BTC,10/4/2019,8203.843833
BTC,10/5/2019,8163.902638
BTC,10/6/2019,8137.146689
BTC,10/7/2019,7853.693305
BTC,10/8/2019,8236.208379
BTC,10/9/2019,8201.637818
BTC,10/10/2019,8572.380812
BTC,10/11/2019,8582.144518
BTC,10/12/2019,8320.171581
BTC,10/13/2019,8328.60426
BTC,10/14/2019,8282.177326
BTC,10/15/2019,8337.818999
BTC,10/16/2019,8162.44
BTC,10/17/2019,8003.820395
BTC,10/18/2019,8058.058081
BTC,10/19/2019,7970.239476
BTC,10/20/2019,7943.347107
BTC,10/21/2019,8200.318763
BTC,10/22/2019,8200.246099
BTC,10/23/2019,8073.409544
BTC,10/24/2019,7420.415836
BTC,10/25/2019,7460.617416
BTC,10/26/2019,8591.223897
BTC,10/27/2019,9578.367556
BTC,10/28/2019,9458.22336
BTC,10/29/2019,9455.724693
BTC,10/30/2019,9225.995479
BTC,10/31/2019,9131.41063
BTC,11/1/2019,9197.632345
BTC,11/2/2019,9290.896602
BTC,11/3/2019,9202.415451
BTC,11/4/2019,9369.628081
BTC,11/5/2019,9326.599624
BTC,11/6/2019,9335.752402
BTC,11/7/2019,9226.485821
BTC,11/8/2019,8794.358645
BTC,11/9/2019,8798.042055
BTC,11/10/2019,9081.186878
BTC,11/11/2019,8711.534339
BTC,11/12/2019,8760.892718
BTC,11/13/2019,8749.520591
BTC,11/14/2019,8656.970922
BTC,11/15/2019,8500.643558
BTC,11/16/2019,8469.260899
BTC,11/17/2019,8537.339652
BTC,11/18/2019,8205.806366
BTC,11/19/2019,8118.488536
BTC,11/20/2019,8074.843174
BTC,11/21/2019,7612.740574
BTC,11/22/2019,7262.110535
BTC,11/23/2019,7303.405759
BTC,11/24/2019,7041.732936
BTC,11/25/2019,7211.861809
